groupSlug,websiteSku,graceSku,exportFileName,role,psdEstate,psdPath,status,heroRole,note
diva-30ml-clear-18-415-perfumespray,GBDiva30SpryMtGl,GB-DVA-CLR-30ML-SPR-MGLD,GBDiva30SpryMtGl__GB-DVA-CLR-30ML-SPR-MGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /23. Diva Clear 30ml/1. Diva 30ml PSD /13. GBDiva30SpryMtGl.psd,ready,hero,
diva-30ml-clear-18-415-reducer,GBDiva30RdcrShnGl,GB-DVA-CLR-30ML-RDC-SGLD,GBDiva30RdcrShnGl__GB-DVA-CLR-30ML-RDC-SGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/23. Diva Clear 30ml/1. Diva 30ml PSD /1. GBDiva30RdcrShnGl.psd,ready,,
diva-30ml-clear-18-415-reducer,GBDiva30RdcrShnGl,GB-DVA-CLR-30ML-RDC-SGLD,GBDiva30RdcrShnGl__GB-DVA-CLR-30ML-RDC-SGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /23. Diva Clear 30ml/1. Diva 30ml PSD /1. GBDiva30RdcrShnGl.psd,ready,hero,
diva-46ml-clear-18-415-antiquespray,GBDiva46AnSpGl,GB-DVA-CLR-46ML-ASP-GLD,GBDiva46AnSpGl__GB-DVA-CLR-46ML-ASP-GLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/25. Diva (Clear) 46 ml./1. Diva (Clear) 46ml PSD/38. GBDiva46AnSpGl.psd,ready,,
diva-46ml-clear-18-415-antiquespray,GBDiva46AnSpGl,GB-DVA-CLR-46ML-ASP-GLD,GBDiva46AnSpGl__GB-DVA-CLR-46ML-ASP-GLD.png,pdp-cap-off-sidecar,,,missing-role,hero,
diva-46ml-clear-18-415-antiquespray-tassel,GBDiva46AnSpTslIvyGl,GB-DVA-CLR-46ML-AST-IVGD,GBDiva46AnSpTslIvyGl__GB-DVA-CLR-46ML-AST-IVGD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/25. Diva (Clear) 46 ml./1. Diva (Clear) 46ml PSD/43. GBDiva46AnSpTslIvyGl.psd,ready,,
diva-46ml-clear-18-415-antiquespray-tassel,GBDiva46AnSpTslIvyGl,GB-DVA-CLR-46ML-AST-IVGD,GBDiva46AnSpTslIvyGl__GB-DVA-CLR-46ML-AST-IVGD.png,pdp-cap-off-sidecar,,,missing-role,hero,
diva-46ml-clear-18-415-dropper,GBDiva46DrpGl,GB-DVA-CLR-46ML-DRP-GLD,GBDiva46DrpGl__GB-DVA-CLR-46ML-DRP-GLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/25. Diva (Clear) 46 ml./1. Diva (Clear) 46ml PSD/52. GBDiva46DrpGl.psd,ready,hero,
diva-46ml-clear-18-415-dropper,GBDiva46DrpGl,GB-DVA-CLR-46ML-DRP-GLD,GBDiva46DrpGl__GB-DVA-CLR-46ML-DRP-GLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /25. Diva (Clear) 46 ml./1. Diva (Clear) 46ml PSD/52. GBDiva46DrpGl.psd,ready,,
diva-46ml-clear-18-415-lotionpump,LBDiva46LtnMtGl,LB-DVA-CLR-46ML-LPM-MGLD,LBDiva46LtnMtGl__LB-DVA-CLR-46ML-LPM-MGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/25. Diva (Clear) 46 ml./1. Diva (Clear) 46ml PSD/14. LBDiva46LtnMtGl.psd,ready,,
