groupSlug,websiteSku,graceSku,exportFileName,role,psdEstate,psdPath,status,heroRole,note
circle-50ml-clear-18-415-dropper,GBCrcl50DrpGl,GB-CIR-CLR-50ML-DRP-GLD,GBCrcl50DrpGl__GB-CIR-CLR-50ML-DRP-GLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /4. Circle Glass 50ml/1. Circle Glass 50ml PSD/52. GBCrcl50DrpGl.psd,ready,,
circle-50ml-clear-18-415-lotionpump,LBCrcl50LtnMtGl,LB-CIR-CLR-50ML-LPM-MGLD,LBCrcl50LtnMtGl__LB-CIR-CLR-50ML-LPM-MGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/4. Circle Glass 50ml/1. Circle Glass 50ml PSD/12. LBCrcl50LtnMtGl.psd,ready,,
circle-50ml-clear-18-415-lotionpump,LBCrcl50LtnMtGl,LB-CIR-CLR-50ML-LPM-MGLD,LBCrcl50LtnMtGl__LB-CIR-CLR-50ML-LPM-MGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /4. Circle Glass 50ml/1. Circle Glass 50ml PSD/14. LBCrcl50LtnMtGl.psd,ready,hero,
circle-50ml-clear-18-415-perfumespray,GBCrcl50SpryMtGl,GB-CIR-CLR-50ML-SPR-MGLD,GBCrcl50SpryMtGl__GB-CIR-CLR-50ML-SPR-MGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/4. Circle Glass 50ml/1. Circle Glass 50ml PSD/11. GBCrcl50SpryMtGl.psd,ready,,
circle-50ml-clear-18-415-perfumespray,GBCrcl50SpryMtGl,GB-CIR-CLR-50ML-SPR-MGLD,GBCrcl50SpryMtGl__GB-CIR-CLR-50ML-SPR-MGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /4. Circle Glass 50ml/1. Circle Glass 50ml PSD/13. GBCrcl50SpryMtGl.psd,ready,hero,
circle-50ml-clear-18-415-reducer,GBCrcl50RdcrShnGl,GB-CIR-CLR-50ML-RDC-SGLD,GBCrcl50RdcrShnGl__GB-CIR-CLR-50ML-RDC-SGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/4. Circle Glass 50ml/1. Circle Glass 50ml PSD/1. GBCrcl50RdcrShnGl.psd,ready,,
circle-50ml-clear-18-415-reducer,GBCrcl50RdcrShnGl,GB-CIR-CLR-50ML-RDC-SGLD,GBCrcl50RdcrShnGl__GB-CIR-CLR-50ML-RDC-SGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /4. Circle Glass 50ml/1. Circle Glass 50ml PSD/1. GBCrcl50RdcrShnGl.psd,ready,hero,
circle-50ml-frosted-18-400-reducer,GBCrclFrst50RdcrIvyLthr,GB-CIR-FRS-50ML-RDC-IVR,GBCrclFrst50RdcrIvyLthr__GB-CIR-FRS-50ML-RDC-IVR.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/30. Circle (Frosted) Glass 50ml/1. Circle (Frosted) Glass 50ml/55. GBCrclFrst50RdcrIvyLthr.psd,ready,,
circle-50ml-frosted-18-400-reducer,GBCrclFrst50RdcrIvyLthr,GB-CIR-FRS-50ML-RDC-IVR,GBCrclFrst50RdcrIvyLthr__GB-CIR-FRS-50ML-RDC-IVR.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /30. Circle (Frosted) Glass 50ml/1. Circle (Frosted) Glass 50ml/55. GBCrclFrst50RdcrIvyLthr.psd,ready,hero,
circle-50ml-frosted-18-415-antiquespray,GBCrclFrst50AnSpGl,GB-CIR-FRS-50ML-ASP-SGLD,GBCrclFrst50AnSpGl__GB-CIR-FRS-50ML-ASP-SGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/30. Circle (Frosted) Glass 50ml/1. Circle (Frosted) Glass 50ml/37. GBCrclFrst50AnSpGl.psd,ready,,
circle-50ml-frosted-18-415-antiquespray,GBCrclFrst50AnSpGl,GB-CIR-FRS-50ML-ASP-SGLD,GBCrclFrst50AnSpGl__GB-CIR-FRS-50ML-ASP-SGLD.png,pdp-cap-off-sidecar,,,missing-role,hero,
circle-50ml-frosted-18-415-dropper,GBCrclFrst50DrpGl,GB-CIR-FRS-50ML-DRP-SGLD,GBCrclFrst50DrpGl__GB-CIR-FRS-50ML-DRP-SGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/30. Circle (Frosted) Glass 50ml/1. Circle (Frosted) Glass 50ml/52. GBCrclFrst50DrpGl.psd,ready,hero,
circle-50ml-frosted-18-415-dropper,GBCrclFrst50DrpGl,GB-CIR-FRS-50ML-DRP-SGLD,GBCrclFrst50DrpGl__GB-CIR-FRS-50ML-DRP-SGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /30. Circle (Frosted) Glass 50ml/1. Circle (Frosted) Glass 50ml/52. GBCrclFrst50DrpGl.psd,ready,,
circle-50ml-frosted-18-415-lotionpump,LBCrclFrst50LtnMtGl,LB-CIR-FRS-50ML-LPM-MGLD,LBCrclFrst50LtnMtGl__LB-CIR-FRS-50ML-LPM-MGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/30. Circle (Frosted) Glass 50ml/1. Circle (Frosted) Glass 50ml/12. LBCrclFrst50LtnMtGl.psd,ready,,
circle-50ml-frosted-18-415-lotionpump,LBCrclFrst50LtnMtGl,LB-CIR-FRS-50ML-LPM-MGLD,LBCrclFrst50LtnMtGl__LB-CIR-FRS-50ML-LPM-MGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /30. Circle (Frosted) Glass 50ml/1. Circle (Frosted) Glass 50ml/14. LBCrclFrst50LtnMtGl.psd,ready,hero,
circle-50ml-frosted-18-415-perfumespray,GBCrclFrst50SpryMtGl,GB-CIR-FRS-50ML-SPR-MGLD,GBCrclFrst50SpryMtGl__GB-CIR-FRS-50ML-SPR-MGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/30. Circle (Frosted) Glass 50ml/1. Circle (Frosted) Glass 50ml/11. GBCrclFrst50SpryMtGl.psd,ready,,
circle-50ml-frosted-18-415-perfumespray,GBCrclFrst50SpryMtGl,GB-CIR-FRS-50ML-SPR-MGLD,GBCrclFrst50SpryMtGl__GB-CIR-FRS-50ML-SPR-MGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /30. Circle (Frosted) Glass 50ml/1. Circle (Frosted) Glass 50ml/13. GBCrclFrst50SpryMtGl.psd,ready,hero,
circle-50ml-frosted-18-415-reducer,GBCrclFrst50RdcrShnGl,GB-CIR-FRS-50ML-RDC-SGLD,GBCrclFrst50RdcrShnGl__GB-CIR-FRS-50ML-RDC-SGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/30. Circle (Frosted) Glass 50ml/1. Circle (Frosted) Glass 50ml/1. GBCrclFrst50RdcrShnGl.psd,ready,,
circle-50ml-frosted-18-415-reducer,GBCrclFrst50RdcrShnGl,GB-CIR-FRS-50ML-RDC-SGLD,GBCrclFrst50RdcrShnGl__GB-CIR-FRS-50ML-RDC-SGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /30. Circle (Frosted) Glass 50ml/1. Circle (Frosted) Glass 50ml/1. GBCrclFrst50RdcrShnGl.psd,ready,hero,
