groupSlug,websiteSku,graceSku,exportFileName,role,psdEstate,psdPath,status,note
bell-10ml-clear-13-415-capclosure,GBBell10BlkShSht,GB-BEL-CLR-10ML-SHT-SBLK,GBBell10BlkShSht__GB-BEL-CLR-10ML-SHT-SBLK.png,identity-cap-on,,,no-source,
bell-10ml-clear-13-415-capclosure,GBBell10BlkShSht,GB-BEL-CLR-10ML-SHT-SBLK,GBBell10BlkShSht__GB-BEL-CLR-10ML-SHT-SBLK.png,pdp-cap-off-sidecar,,,no-source,
bell-10ml-clear-13-415-finemist,GBBell10SpryBlkSh,GB-BEL-CLR-10ML-SPR-SBLK,GBBell10SpryBlkSh__GB-BEL-CLR-10ML-SPR-SBLK.png,identity-cap-on,,,no-source,
bell-10ml-clear-13-415-finemist,GBBell10SpryBlkSh,GB-BEL-CLR-10ML-SPR-SBLK,GBBell10SpryBlkSh__GB-BEL-CLR-10ML-SPR-SBLK.png,pdp-cap-off-sidecar,,,no-source,
bell-10ml-clear-13-415-rollon,GBBell10MtlRollBlkDot,GB-BEL-CLR-10ML-MRL-BLDOT,GBBell10MtlRollBlkDot__GB-BEL-CLR-10ML-MRL-BLDOT.png,identity-cap-on,,,no-source,
bell-10ml-clear-13-415-rollon,GBBell10MtlRollBlkDot,GB-BEL-CLR-10ML-MRL-BLDOT,GBBell10MtlRollBlkDot__GB-BEL-CLR-10ML-MRL-BLDOT.png,pdp-cap-off-sidecar,,,no-source,
