groupSlug,websiteSku,graceSku,exportFileName,role,psdEstate,psdPath,status,note
cylinder-50ml-clear-18-415-antiquespray-tassel,GBCyl50AnSpTslMtSl,GB-CYL-CLR-50ML-AST-MSLV,GBCyl50AnSpTslMtSl__GB-CYL-CLR-50ML-AST-MSLV.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/2. Cylindrical 50ml /1. Cylindrical 50ml PSD/49. GBCyl50AnSpTslMtSl.psd,ready,
cylinder-50ml-clear-18-415-antiquespray-tassel,GBCyl50AnSpTslMtSl,GB-CYL-CLR-50ML-AST-MSLV,GBCyl50AnSpTslMtSl__GB-CYL-CLR-50ML-AST-MSLV.png,pdp-cap-off-sidecar,,,missing-role,
cylinder-50ml-clear-18-415-lotionpump,LBCyl50LtnMtGl,LB-CYL-CLR-50ML-LPM-MGLD,LBCyl50LtnMtGl__LB-CYL-CLR-50ML-LPM-MGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/2. Cylindrical 50ml /1. Cylindrical 50ml PSD/12. LBCyl50LtnMtGl.psd,ready,
cylinder-50ml-clear-18-415-lotionpump,LBCyl50LtnMtGl,LB-CYL-CLR-50ML-LPM-MGLD,LBCyl50LtnMtGl__LB-CYL-CLR-50ML-LPM-MGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /2. Cylindrical 50ml /1. Cylindrical 50ml PSD/14. LBCyl50LtnMtGl.psd,ready,
cylinder-50ml-clear-18-415-perfumespray,GBCyl50SpryMtGl,GB-CYL-CLR-50ML-SPR-MGLD,GBCyl50SpryMtGl__GB-CYL-CLR-50ML-SPR-MGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/2. Cylindrical 50ml /1. Cylindrical 50ml PSD/11. GBCyl50SpryMtGl.psd,ready,
cylinder-50ml-clear-18-415-perfumespray,GBCyl50SpryMtGl,GB-CYL-CLR-50ML-SPR-MGLD,GBCyl50SpryMtGl__GB-CYL-CLR-50ML-SPR-MGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /2. Cylindrical 50ml /1. Cylindrical 50ml PSD/13. GBCyl50SpryMtGl.psd,ready,
cylinder-50ml-clear-18-415-reducer,GBCyl50RdcrMtSl,GB-CYL-CLR-50ML-RDC-MSLV,GBCyl50RdcrMtSl__GB-CYL-CLR-50ML-RDC-MSLV.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/2. Cylindrical 50ml /1. Cylindrical 50ml PSD/9. GBCyl50RdcrMtSl.psd,ready,
cylinder-50ml-clear-18-415-reducer,GBCyl50RdcrMtSl,GB-CYL-CLR-50ML-RDC-MSLV,GBCyl50RdcrMtSl__GB-CYL-CLR-50ML-RDC-MSLV.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /2. Cylindrical 50ml /1. Cylindrical 50ml PSD/9. GBCyl50RdcrMtSl.psd,ready,
cylinder-5ml-clear-13-415,GBCyl5GlMattSht,GB-CYL-CLR-5ML-MGLD-S,GBCyl5GlMattSht__GB-CYL-CLR-5ML-MGLD-S.png,identity-cap-on,,,no-source,
cylinder-5ml-clear-13-415,GBCyl5GlMattSht,GB-CYL-CLR-5ML-MGLD-S,GBCyl5GlMattSht__GB-CYL-CLR-5ML-MGLD-S.png,pdp-cap-off-sidecar,,,no-source,
cylinder-5ml-clear-13-415-finemist,GBCyl5SprySlMatt,GB-CYL-CLR-5ML-SPR-MSLV,GBCyl5SprySlMatt__GB-CYL-CLR-5ML-SPR-MSLV.png,identity-cap-on,bbuat,2. PSD Capped /5.  13-415 Bottles/2. Clear 5ml Cylinder/2. Clear 5ml Cly (Capped) PSD/8. GBCyl5SprySlMatt.psd,ready,
cylinder-5ml-clear-13-415-finemist,GBCyl5SprySlMatt,GB-CYL-CLR-5ML-SPR-MSLV,GBCyl5SprySlMatt__GB-CYL-CLR-5ML-SPR-MSLV.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /5.  13-415 Bottles/2. Clear 5ml Cylinder/1. Clear 5ml Cly (Uncapped) PSD /8. GBCyl5SprySlMatt.psd,ready,
cylinder-5ml-clear-13-415-rollon,GBCyl5MtlRollBlkDot,GB-CYL-CLR-5ML-MRL-BKDT,GBCyl5MtlRollBlkDot__GB-CYL-CLR-5ML-MRL-BKDT.png,identity-cap-on,bbuat,2. PSD Capped /5.  13-415 Bottles/2. Clear 5ml Cylinder/2. Clear 5ml Cly (Capped) PSD/26. GBCyl5MtlRollBlkDot.psd,ready,
cylinder-5ml-clear-13-415-rollon,GBCyl5MtlRollBlkDot,GB-CYL-CLR-5ML-MRL-BKDT,GBCyl5MtlRollBlkDot__GB-CYL-CLR-5ML-MRL-BKDT.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /5.  13-415 Bottles/2. Clear 5ml Cylinder/1. Clear 5ml Cly (Uncapped) PSD /26. GBCyl5MtlRollBlkDot.psd,ready,
cylinder-5ml-cobalt-blue-13-415,GBCylBlu5SlMattSht,GB-CYL-BLU-5ML-MSLV-S,GBCylBlu5SlMattSht__GB-CYL-BLU-5ML-MSLV-S.png,identity-cap-on,,,no-source,
cylinder-5ml-cobalt-blue-13-415,GBCylBlu5SlMattSht,GB-CYL-BLU-5ML-MSLV-S,GBCylBlu5SlMattSht__GB-CYL-BLU-5ML-MSLV-S.png,pdp-cap-off-sidecar,,,no-source,
cylinder-5ml-cobalt-blue-13-415-finemist,GBCylBlu5SpryGlMatt,GB-CYL-BLU-5ML-SPR-MGLD,GBCylBlu5SpryGlMatt__GB-CYL-BLU-5ML-SPR-MGLD.png,identity-cap-on,bbuat,2. PSD Capped /5.  13-415 Bottles/3. Blue 5ml Cylinder/2. Blue 5ml Cyl (Capped) PSD/7. GBCylBlu5SpryGlMatt.psd,ready,
cylinder-5ml-cobalt-blue-13-415-finemist,GBCylBlu5SpryGlMatt,GB-CYL-BLU-5ML-SPR-MGLD,GBCylBlu5SpryGlMatt__GB-CYL-BLU-5ML-SPR-MGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /5.  13-415 Bottles/3. Blue 5ml Cylinder/1. Blue 5ml Cyl (Uncapped) PSD/7. GBCylBlu5SpryGlMatt.psd,ready,
cylinder-5ml-cobalt-blue-13-415-rollon,GBCylBlu5MtlRollBlkDot,GB-CYL-BLU-5ML-MRL-BKDT,GBCylBlu5MtlRollBlkDot__GB-CYL-BLU-5ML-MRL-BKDT.png,identity-cap-on,bbuat,2. PSD Capped /5.  13-415 Bottles/3. Blue 5ml Cylinder/2. Blue 5ml Cyl (Capped) PSD/26. GBCylBlu5MtlRollBlkDot.psd,ready,
cylinder-5ml-cobalt-blue-13-415-rollon,GBCylBlu5MtlRollBlkDot,GB-CYL-BLU-5ML-MRL-BKDT,GBCylBlu5MtlRollBlkDot__GB-CYL-BLU-5ML-MRL-BKDT.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /5.  13-415 Bottles/3. Blue 5ml Cylinder/1. Blue 5ml Cyl (Uncapped) PSD/26. GBCylBlu5MtlRollBlkDot.psd,ready,
cylinder-9ml-amber-17-415-finemist,GBCylAmb9SpryMattSl,GB-CYL-AMB-9ML-SPR-MSLV,GBCylAmb9SpryMattSl__GB-CYL-AMB-9ML-SPR-MSLV.png,identity-cap-on,bbuat,2. PSD Capped /3.  17-415 Bottles/4. Amber 9ml (Capped)/22. GBCylAmb9SpryMattSl.psd,ready,
cylinder-9ml-amber-17-415-finemist,GBCylAmb9SpryMattSl,GB-CYL-AMB-9ML-SPR-MSLV,GBCylAmb9SpryMattSl__GB-CYL-AMB-9ML-SPR-MSLV.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /3.  17-415 Bottles/3. Amber 9ml (Uncapped)/22. GBCylAmb9SpryMattSl.psd,ready,
cylinder-9ml-amber-17-415-lotionpump,LBCylAmb9LtnMtSl,LB-CYL-AMB-9ML-LPM-MSLV,LBCylAmb9LtnMtSl__LB-CYL-AMB-9ML-LPM-MSLV.png,identity-cap-on,bbuat,2. PSD Capped /3.  17-415 Bottles/4. Amber 9ml (Capped)/27. LBCylAmb9LtnMtSl.psd,ready,
cylinder-9ml-amber-17-415-lotionpump,LBCylAmb9LtnMtSl,LB-CYL-AMB-9ML-LPM-MSLV,LBCylAmb9LtnMtSl__LB-CYL-AMB-9ML-LPM-MSLV.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /3.  17-415 Bottles/3. Amber 9ml (Uncapped)/27. LBCylAmb9LtnMtSl.psd,ready,
