groupSlug,websiteSku,graceSku,exportFileName,role,psdEstate,psdPath,status,note
cylinder-118ml-clear,PbClear4ozFlpWh,PB-CYL-CLR-118ML-WFLP,PbClear4ozFlpWh__PB-CYL-CLR-118ML-WFLP.png,identity-cap-on,,,no-source,
cylinder-118ml-clear,PbClear4ozFlpWh,PB-CYL-CLR-118ML-WFLP,PbClear4ozFlpWh__PB-CYL-CLR-118ML-WFLP.png,pdp-cap-off-sidecar,,,no-source,
cylinder-227ml-clear,PbClear8ozFlpWh,PB-CYL-227ML-WFLP,PbClear8ozFlpWh__PB-CYL-227ML-WFLP.png,identity-cap-on,,,no-source,
cylinder-227ml-clear,PbClear8ozFlpWh,PB-CYL-227ML-WFLP,PbClear8ozFlpWh__PB-CYL-227ML-WFLP.png,pdp-cap-off-sidecar,,,no-source,
cylinder-25ml-clear-18-415-antique,GBcyl25AnSpIvyGl,GBcyl25AnSpIvyGl,GBcyl25AnSpIvyGl__GBcyl25AnSpIvyGl.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/1. Cylindrical 30ml /1. Cylindrical 30ml PSD /38. GBCyl30AnSpIvyGl.psd,ready,"matched via SKU alias ""GBCyl30AnSpIvyGl"" — storefront capacity label differs"
cylinder-25ml-clear-18-415-antique,GBcyl25AnSpIvyGl,GBcyl25AnSpIvyGl,GBcyl25AnSpIvyGl__GBcyl25AnSpIvyGl.png,pdp-cap-off-sidecar,,,missing-role,"matched via SKU alias ""GBCyl30AnSpIvyGl"" — storefront capacity label differs"
cylinder-25ml-clear-18-415-antiquetassel,GBcyl25AnSpTslIvyGl,GBcyl25AnSpTslIvyGl,GBcyl25AnSpTslIvyGl__GBcyl25AnSpTslIvyGl.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/1. Cylindrical 30ml /1. Cylindrical 30ml PSD /43. GBCyl30AnSpTslIvyGl.psd,ready,"matched via SKU alias ""GBCyl30AnSpTslIvyGl"" — storefront capacity label differs"
cylinder-25ml-clear-18-415-antiquetassel,GBcyl25AnSpTslIvyGl,GBcyl25AnSpTslIvyGl,GBcyl25AnSpTslIvyGl__GBcyl25AnSpTslIvyGl.png,pdp-cap-off-sidecar,,,missing-role,"matched via SKU alias ""GBCyl30AnSpTslIvyGl"" — storefront capacity label differs"
cylinder-25ml-clear-18-415-dropper,GBCyl25DrpGl,GBCyl25DrpGl,GBCyl25DrpGl__GBCyl25DrpGl.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/1. Cylindrical 30ml /1. Cylindrical 30ml PSD /55. GBCyl30DrpGl.psd,ready,"matched via SKU alias ""GBCyl30DrpGl"" — storefront capacity label differs"
cylinder-25ml-clear-18-415-dropper,GBCyl25DrpGl,GBCyl25DrpGl,GBCyl25DrpGl__GBCyl25DrpGl.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /1. Cylindrical 30ml /1. Cylindrical 30ml PSD /55. GBCyl30DrpGl.psd,ready,"matched via SKU alias ""GBCyl30DrpGl"" — storefront capacity label differs"
