groupSlug,websiteSku,graceSku,exportFileName,role,psdEstate,psdPath,status,note
round-78ml-clear-18-415-antiquespray-tassel,GBRnd78AnSpTslGl,GB-RND-CLR-78ML-AST-GLD,GBRnd78AnSpTslGl__GB-RND-CLR-78ML-AST-GLD.png,pdp-cap-off-sidecar,,,missing-role,
round-78ml-clear-18-415-lotionpump,LBRnd78LtnCu,LB-RND-CLR-78ML-LPM-CPR,LBRnd78LtnCu__LB-RND-CLR-78ML-LPM-CPR.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/9. Round 78ml/1. Round 78ml PSD/56. LBRnd78LtnCu.psd,ready,
round-78ml-clear-18-415-lotionpump,LBRnd78LtnCu,LB-RND-CLR-78ML-LPM-CPR,LBRnd78LtnCu__LB-RND-CLR-78ML-LPM-CPR.png,pdp-cap-off-sidecar,,,missing-role,
round-78ml-clear-18-415-perfumespray,GBRnd78SpryCu,GB-RND-CLR-78ML-SPR-CPR,GBRnd78SpryCu__GB-RND-CLR-78ML-SPR-CPR.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/9. Round 78ml/1. Round 78ml PSD/53. GBRnd78SpryCu.psd,ready,
round-78ml-clear-18-415-perfumespray,GBRnd78SpryCu,GB-RND-CLR-78ML-SPR-CPR,GBRnd78SpryCu__GB-RND-CLR-78ML-SPR-CPR.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /9. Round 78ml/1. Round 78ml PSD/54. GBRnd78SpryCu.psd,ready,
round-78ml-clear-18-415-reducer,GBRnd78RdcrShnGl,GB-RND-CLR-78ML-RDC-SGLD,GBRnd78RdcrShnGl__GB-RND-CLR-78ML-RDC-SGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/9. Round 78ml/1. Round 78ml PSD/1. GBRnd78RdcrShnGl..psd,ready,
round-78ml-clear-18-415-reducer,GBRnd78RdcrShnGl,GB-RND-CLR-78ML-RDC-SGLD,GBRnd78RdcrShnGl__GB-RND-CLR-78ML-RDC-SGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /9. Round 78ml/1. Round 78ml PSD/1. GBRnd78RdcrShnGl..psd,ready,
round-78ml-frosted-18-415-antiquespray,GBRndFrst78AnSpGl,GB-RND-FRS-78ML-ASP-GLD,GBRndFrst78AnSpGl__GB-RND-FRS-78ML-ASP-GLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/8. Round 78ml Frosted/1. Round Frst 78ml Psd/37. GBRndFrst78AnSpGl.psd,ready,
round-78ml-frosted-18-415-antiquespray,GBRndFrst78AnSpGl,GB-RND-FRS-78ML-ASP-GLD,GBRndFrst78AnSpGl__GB-RND-FRS-78ML-ASP-GLD.png,pdp-cap-off-sidecar,,,missing-role,
round-78ml-frosted-18-415-antiquespray-tassel,GBRndFrst78AnSpTslGl,GB-RND-FRS-78ML-AST-GLD,GBRndFrst78AnSpTslGl__GB-RND-FRS-78ML-AST-GLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/8. Round 78ml Frosted/1. Round Frst 78ml Psd/50. GBRndFrst78AnSpTslGl.psd,ready,
round-78ml-frosted-18-415-antiquespray-tassel,GBRndFrst78AnSpTslGl,GB-RND-FRS-78ML-AST-GLD,GBRndFrst78AnSpTslGl__GB-RND-FRS-78ML-AST-GLD.png,pdp-cap-off-sidecar,,,missing-role,
round-78ml-frosted-18-415-lotionpump,LBRndFrst78LtnMtGl,LB-RND-FRS-78ML-02,LBRndFrst78LtnMtGl__LB-RND-FRS-78ML-02.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/8. Round 78ml Frosted/1. Round Frst 78ml Psd/12. LBRndFrst78LtnMtGl.psd,ready,
round-78ml-frosted-18-415-lotionpump,LBRndFrst78LtnMtGl,LB-RND-FRS-78ML-02,LBRndFrst78LtnMtGl__LB-RND-FRS-78ML-02.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /8. Round 78ml Frosted/1. Round Frst 78ml Psd/14. LBRndFrst78LtnMtGl.psd,ready,
round-78ml-frosted-18-415-perfumespray,GBRndFrst78SpryMtGl,GB-RND-FRS-78ML-SPR-MGLD,GBRndFrst78SpryMtGl__GB-RND-FRS-78ML-SPR-MGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/8. Round 78ml Frosted/1. Round Frst 78ml Psd/11. GBRndFrst78SpryMtGl.psd,ready,
round-78ml-frosted-18-415-perfumespray,GBRndFrst78SpryMtGl,GB-RND-FRS-78ML-SPR-MGLD,GBRndFrst78SpryMtGl__GB-RND-FRS-78ML-SPR-MGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /8. Round 78ml Frosted/1. Round Frst 78ml Psd/13. GBRndFrst78SpryMtGl.psd,ready,
round-78ml-frosted-18-415-reducer,GBRndFrst78RdcrShnGl,GB-RND-FRS-78ML-RDC-SGLD,GBRndFrst78RdcrShnGl__GB-RND-FRS-78ML-RDC-SGLD.png,identity-cap-on,bbuat,2. PSD Capped /2.  18-415 Bottles Capped/8. Round 78ml Frosted/1. Round Frst 78ml Psd/1. GBRndFrst78RdcrShnGl.psd,ready,
round-78ml-frosted-18-415-reducer,GBRndFrst78RdcrShnGl,GB-RND-FRS-78ML-RDC-SGLD,GBRndFrst78RdcrShnGl__GB-RND-FRS-78ML-RDC-SGLD.png,pdp-cap-off-sidecar,bbuat,1. PSD Uncapped /2.  18-415 Bottles /8. Round 78ml Frosted/1. Round Frst 78ml Psd/1. GBRndFrst78RdcrShnGl.psd,ready,
