groupSlug,websiteSku,graceSku,exportFileName,role,psdEstate,psdPath,status,heroRole,note
dropper-18-400,Drp18-40015mlWhiteBulb,CMP-DRP-WHT-18400-66,Drp18-40015mlWhiteBulb__CMP-DRP-WHT-18400-66.png,identity-cap-on,,,missing-role,,
dropper-18-400,Drp18-40015mlWhiteBulb,CMP-DRP-WHT-18400-66,Drp18-40015mlWhiteBulb__CMP-DRP-WHT-18400-66.png,pdp-cap-off-sidecar,,,missing-role,hero,
dropper-18-400,Drp18-40015mlWhiteBulb,CMP-DRP-WHT-18400-66,Drp18-40015mlWhiteBulb__CMP-DRP-WHT-18400-66.png,UNDECIDED,original,"20. Closures - Cap, Sprayers, Lotion pumps, etc/4. 18-400 Droppers/1. DRP18-40015mlWhiteBulb.psd",needs-role-decision,,
dropper-18-415,Drp18-415Gl,CMP-DRP-SGLD-18415,Drp18-415Gl__CMP-DRP-SGLD-18415.png,identity-cap-on,,,missing-role,,
dropper-18-415,Drp18-415Gl,CMP-DRP-SGLD-18415,Drp18-415Gl__CMP-DRP-SGLD-18415.png,pdp-cap-off-sidecar,,,missing-role,hero,
dropper-18-415,Drp18-415Gl,CMP-DRP-SGLD-18415,Drp18-415Gl__CMP-DRP-SGLD-18415.png,UNDECIDED,original,"20. Closures - Cap, Sprayers, Lotion pumps, etc/29. 18-415 Droppers/Drp18-415Gl.psd",needs-role-decision,,
dropper-20-400,Drp20-4001ozWhiteBulb,CMP-DRP-WHT-20400-76,Drp20-4001ozWhiteBulb__CMP-DRP-WHT-20400-76.png,identity-cap-on,,,missing-role,,
dropper-20-400,Drp20-4001ozWhiteBulb,CMP-DRP-WHT-20400-76,Drp20-4001ozWhiteBulb__CMP-DRP-WHT-20400-76.png,pdp-cap-off-sidecar,,,missing-role,hero,
dropper-20-400,Drp20-4001ozWhiteBulb,CMP-DRP-WHT-20400-76,Drp20-4001ozWhiteBulb__CMP-DRP-WHT-20400-76.png,UNDECIDED,original,"20. Closures - Cap, Sprayers, Lotion pumps, etc/3. 20-400 Droppers/7.  DRP20-4001ozWhiteBulb.psd",needs-role-decision,,
