groupSlug,websiteSku,graceSku,exportFileName,role,psdEstate,psdPath,status,note
lotion-pump-18-415,Ltn18-415Cu,CMP-LPM-CPR-18-415,Ltn18-415Cu__CMP-LPM-CPR-18-415.png,identity-cap-on,,,missing-role,
lotion-pump-18-415,Ltn18-415Cu,CMP-LPM-CPR-18-415,Ltn18-415Cu__CMP-LPM-CPR-18-415.png,pdp-cap-off-sidecar,,,missing-role,
lotion-pump-18-415,Ltn18-415Cu,CMP-LPM-CPR-18-415,Ltn18-415Cu__CMP-LPM-CPR-18-415.png,UNDECIDED,original,"20. Closures - Cap, Sprayers, Lotion pumps, etc/8. 18-415 Lotion/16. Ltn18-415Cu.psd",needs-role-decision,
